"Step","Name: architecture-4 - compressed_disk_size","Name: architecture-4 - compressed_disk_size__MIN","Name: architecture-4 - compressed_disk_size__MAX","Name: architecture-1 - compressed_disk_size","Name: architecture-1 - compressed_disk_size__MIN","Name: architecture-1 - compressed_disk_size__MAX","Name: architecture-2 - compressed_disk_size","Name: architecture-2 - compressed_disk_size__MIN","Name: architecture-2 - compressed_disk_size__MAX","Name: architecture-baseline - compressed_disk_size","Name: architecture-baseline - compressed_disk_size__MIN","Name: architecture-baseline - compressed_disk_size__MAX","Name: architecture-5 - compressed_disk_size","Name: architecture-5 - compressed_disk_size__MIN","Name: architecture-5 - compressed_disk_size__MAX","Name: architecture-7 - compressed_disk_size","Name: architecture-7 - compressed_disk_size__MIN","Name: architecture-7 - compressed_disk_size__MAX","Name: architecture-6 - compressed_disk_size","Name: architecture-6 - compressed_disk_size__MIN","Name: architecture-6 - compressed_disk_size__MAX"
"50","23924923.611111112","23909211","23947900","51839048.2","51724419","51898334","6612794.1875","6602336","6621852","1803604.5","1802367","1806446","1653109.2727272727","1652324","1654215","359967.8846153846","359804","360150","142964.375","142862","143047"
