"Step","Name: architecture-4 - model_flops","Name: architecture-4 - model_flops__MIN","Name: architecture-4 - model_flops__MAX","Name: architecture-1 - model_flops","Name: architecture-1 - model_flops__MIN","Name: architecture-1 - model_flops__MAX","Name: architecture-2 - model_flops","Name: architecture-2 - model_flops__MIN","Name: architecture-2 - model_flops__MAX","Name: architecture-baseline - model_flops","Name: architecture-baseline - model_flops__MIN","Name: architecture-baseline - model_flops__MAX","Name: architecture-5 - model_flops","Name: architecture-5 - model_flops__MIN","Name: architecture-5 - model_flops__MAX","Name: architecture-7 - model_flops","Name: architecture-7 - model_flops__MIN","Name: architecture-7 - model_flops__MAX","Name: architecture-6 - model_flops","Name: architecture-6 - model_flops__MIN","Name: architecture-6 - model_flops__MAX"
"50","0.021182156999999993","0.021182157","0.021182157","0.017214638","0.017214638","0.017214638","0.005696718000000002","0.005696718","0.005696718","0.014292109999999998","0.01429211","0.01429211","0.003971821","0.003971821","0.003971821","0.0012960940000000002","0.001296094","0.001296094","0.001632557","0.001632557","0.001632557"
