"Step","Name: architecture-4 - num_parameters","Name: architecture-4 - num_parameters__MIN","Name: architecture-4 - num_parameters__MAX","Name: architecture-1 - num_parameters","Name: architecture-1 - num_parameters__MIN","Name: architecture-1 - num_parameters__MAX","Name: architecture-2 - num_parameters","Name: architecture-2 - num_parameters__MIN","Name: architecture-2 - num_parameters__MAX","Name: architecture-baseline - num_parameters","Name: architecture-baseline - num_parameters__MIN","Name: architecture-baseline - num_parameters__MAX","Name: architecture-5 - num_parameters","Name: architecture-5 - num_parameters__MIN","Name: architecture-5 - num_parameters__MAX","Name: architecture-7 - num_parameters","Name: architecture-7 - num_parameters__MIN","Name: architecture-7 - num_parameters__MAX","Name: architecture-6 - num_parameters","Name: architecture-6 - num_parameters__MIN","Name: architecture-6 - num_parameters__MAX"
"50","6451802","6451802","6451802","13823258","13823258","13823258","1762970","1762970","1762970","481530","481530","481530","442058","442058","442058","95770","95770","95770","37466","37466","37466"
