"Step","Name: architecture-4 - accuracy","Name: architecture-4 - accuracy__MIN","Name: architecture-4 - accuracy__MAX","Name: architecture-1 - accuracy","Name: architecture-1 - accuracy__MIN","Name: architecture-1 - accuracy__MAX","Name: architecture-2 - accuracy","Name: architecture-2 - accuracy__MIN","Name: architecture-2 - accuracy__MAX","Name: architecture-baseline - accuracy","Name: architecture-baseline - accuracy__MIN","Name: architecture-baseline - accuracy__MAX","Name: architecture-5 - accuracy","Name: architecture-5 - accuracy__MIN","Name: architecture-5 - accuracy__MAX","Name: architecture-7 - accuracy","Name: architecture-7 - accuracy__MIN","Name: architecture-7 - accuracy__MAX","Name: architecture-6 - accuracy","Name: architecture-6 - accuracy__MIN","Name: architecture-6 - accuracy__MAX"
"15","0.9940108988020155","0.9932506084442139","0.9947682023048401","0.9929271221160889","0.9924585223197937","0.9933704137802124","0.9914675988256931","0.9907545447349548","0.9921789765357971","0.949264278014501","0.9472829699516296","0.9508240222930908","0.9512330835515802","0.9501983523368835","0.9524880647659302","0.912736523609895","0.9114526510238647","0.9139087796211243","0.9600112438201904","0.957087516784668","0.9614539742469788"
"16","0.9944764706823561","0.9939228892326355","0.9951143264770508","0.9933331608772278","0.9927647113800049","0.9939561486244202","0.9920766316354275","0.9915133714675903","0.9929178357124329","0.9501606424649557","0.948228120803833","0.9519489407539368","0.9523247046904131","0.9513764977455139","0.9529673457145691","0.9134221145739922","0.9125708937644958","0.914980411529541","0.9614681228995323","0.9585718512535095","0.9630381464958191"
"17","0.994755294587877","0.9943022727966309","0.995247483253479","0.99363800684611","0.993084192276001","0.9941425323486328","0.9925845861434937","0.9918794631958008","0.9931241273880005","0.9508528808752695","0.9493064284324646","0.9523150324821472","0.9536698623137041","0.9524415135383606","0.9545315504074097","0.9141330420970917","0.9131832718849182","0.9153265357017517","0.9625489190220833","0.9593173265457153","0.9643228054046631"
"18","0.9950574073526595","0.9944620728492737","0.9956867694854736","0.9941230217615763","0.9936100244522095","0.9949213266372681","0.9929390251636505","0.9922987818717957","0.9935834407806396","0.9513487617174784","0.9501384496688843","0.9523949027061462","0.954666484485973","0.9538193345069885","0.9557429552078247","0.9148496068440951","0.9138422012329102","0.9159922003746033","0.963579811155796","0.9604888558387756","0.9651148915290833"
"19","0.9953917033142514","0.9949479699134827","0.9957200884819031","0.9943484505017598","0.9938163757324219","0.9949213266372681","0.9932888932526112","0.9928645491600037","0.9938563108444214","0.9521663784980774","0.9502715468406677","0.9534399509429932","0.9551874724301425","0.9549375772476196","0.9557362794876099","0.9153050528122828","0.9145211577415466","0.9167309999465942","0.9646348059177399","0.961667001247406","0.9661199450492859"
"20","0.9954956041442024","0.9947948455810547","0.9959263801574707","0.9946115891138713","0.9941292405128479","0.9950478076934814","0.9937182143330574","0.9931640625","0.9943289160728455","0.9530549844106039","0.9517492651939392","0.953859269618988","0.95604914968664","0.955390214920044","0.9570209383964539","0.9160159826278687","0.9145943522453308","0.9171503782272339","0.9656240791082382","0.9626254439353943","0.9670385122299194"
"21","0.9957185851203071","0.9952874183654785","0.9963058233261108","0.9947549104690552","0.994448721408844","0.9952874183654785","0.9937868565320969","0.9934436678886414","0.9943755269050598","0.9530516465504965","0.9516227841377258","0.9541188478469849","0.956587092442946","0.9558228254318237","0.9576466083526611","0.9165054674331958","0.9152533411979675","0.9174498915672302","0.9665151908993721","0.9637037515640259","0.9680236577987671"
"22","0.9958513412210677","0.9952142238616943","0.9964389204978943","0.9950815081596375","0.994681715965271","0.9956268668174744","0.9941458739340305","0.9936167001724243","0.9946550726890564","0.9538115561008453","0.9516560435295105","0.9559293389320374","0.9575322703881697","0.9570475816726685","0.9580260515213013","0.9171283336786124","0.9159788489341736","0.9183551073074341","0.9673488736152649","0.964648962020874","0.9687424898147583"
"23","0.9960635999838511","0.9957466721534729","0.9964123368263245","0.9952257355054219","0.9948813915252686","0.9955337047576904","0.9942307434976101","0.9933770895004272","0.9948281645774841","0.9544904828071594","0.9522417783737183","0.9563885927200317","0.958436294035478","0.9579195380210876","0.9593572616577148","0.9175297503287976","0.9161785244941711","0.9188144207000732","0.9681958705186844","0.9651148915290833","0.9696677327156067"
"24","0.9963734812206693","0.995893120765686","0.9969115257263184","0.995488433043162","0.9949545860290527","0.9959596991539001","0.9945523217320442","0.994115948677063","0.9948747158050537","0.9548399249712626","0.952181875705719","0.9560824036598206","0.9589439901438627","0.9579195380210876","0.9595503211021423","0.9177816601899954","0.9168707728385925","0.919007420539856","0.9690112620592117","0.965933620929718","0.9705064296722412"
"25","0.9963072935740153","0.995420515537262","0.9967917203903198","0.9955221494038899","0.9950011968612671","0.9958465099334717","0.994795273989439","0.9945152997970581","0.9950478076934814","0.9551805158456167","0.9535064697265625","0.9565883278846741","0.9596900885755365","0.9586849808692932","0.9602758288383484","0.9183133863485776","0.9171636700630188","0.9196397662162781","0.9698008447885513","0.9671982526779175","0.9710721969604492"
"26","0.996545801560084","0.9962459206581116","0.9969913959503174","0.9956015944480896","0.9950411319732666","0.9960395693778992","0.9947228878736496","0.9942024350166321","0.9952341914176941","0.9556098381678263","0.9538525938987732","0.9572805166244507","0.9603768858042631","0.9588181376457214","0.9616270661354065","0.9186226427555084","0.9174365401268005","0.9201256632804871","0.9704697951674461","0.9677507281303406","0.9720906019210815"
"27","0.9966156979401907","0.9963324666023254","0.9970779418945312","0.9958554148674011","0.9954338669776917","0.9963324666023254","0.9950136877596378","0.9944287538528442","0.9955337047576904","0.9559581776460012","0.9543651342391968","0.9576466083526611","0.9609553759748285","0.9603623747825623","0.9619731903076172","0.9190209989364331","0.917709469795227","0.9202388525009155","0.9709299057722092","0.9682965278625488","0.9723634719848633"
"28","0.996714797284868","0.996379017829895","0.9970645904541016","0.9959894180297851","0.9956135749816895","0.9966253042221069","0.995178833603859","0.9947748780250549","0.9957067370414734","0.9565339386463165","0.9548443555831909","0.9584054350852966","0.961557453328913","0.9606152772903442","0.9625189900398254","0.9193097719779382","0.9179025292396545","0.9206315279006958","0.9716562628746033","0.9693349003791809","0.9730024933815002"
"29","0.9968153834342957","0.996452271938324","0.9972044229507446","0.9960559805234274","0.9954870939254761","0.9965986609458923","0.9953543953597546","0.9948614239692688","0.9956934452056885","0.9569588303565979","0.9552969932556152","0.9585785269737244","0.9620397090911865","0.9612143635749817","0.9629316329956055","0.9196907121401566","0.9172767996788025","0.9212172627449036","0.9722528234124184","0.9700204730033875","0.9734484553337097"
"30","0.9969555305110084","0.9966519474983215","0.9972776174545288","0.9961673657099406","0.9955337047576904","0.9964655637741089","0.9954118020832539","0.9949479699134827","0.9958997964859009","0.9573049445947012","0.9551572203636169","0.9588913321495056","0.9623894745653326","0.9617335200309753","0.9635639786720276","0.9199398045356457","0.9185814261436462","0.9213038086891174","0.9727220684289932","0.9700271487236023","0.974233865737915"
"31","0.9969192875756158","0.9965786933898926","0.9974040985107422","0.9962046384811402","0.9955869317054749","0.9965654015541077","0.9954991601407528","0.9951010346412659","0.9960861802101135","0.9572694500287374","0.9546779990196228","0.9593173265457153","0.9629479863426902","0.9619066119194031","0.9636971354484558","0.9203770665022043","0.9187012314796448","0.9223554730415344","0.973322793841362","0.97101891040802","0.9748795032501221"
"32","0.9970675773090787","0.9964988231658936","0.9974640011787415","0.9963129083315532","0.9957666397094727","0.9967650771141052","0.9956065006554127","0.99516761302948","0.9960129261016846","0.9580659766991934","0.9559892416000366","0.9603756666183472","0.9634811011227694","0.9625988602638245","0.9639966487884521","0.920636399434163","0.9181022047996521","0.9216831922531128","0.9739368334412575","0.9717111587524414","0.9753987193107605"
"33","0.9970997472604116","0.9968848824501038","0.9973841309547424","0.9964983979860942","0.9958398938179016","0.9969182014465332","0.995674304664135","0.9949280023574829","0.9961061477661133","0.957825243473053","0.9553436040878296","0.9590777158737183","0.9641551808877424","0.9631313681602478","0.9649218320846558","0.9208775644118969","0.9196730256080627","0.921909511089325","0.9742396995425224","0.9721171855926514","0.97543865442276"
"34","0.9970838493771024","0.9966186285018921","0.9974373579025269","0.9965733925501505","0.996299147605896","0.9969980716705322","0.9958494417369366","0.995500385761261","0.9960728287696838","0.9582079748312632","0.9561223387718201","0.9590444564819336","0.9643911719322205","0.9630115032196045","0.9652813076972961","0.9211486738461715","0.9191139340400696","0.9223554730415344","0.9747514054179192","0.9722902774810791","0.9761708378791809"
"35","0.9973190327485403","0.9970046877861023","0.9975970983505249","0.9965325633684794","0.9960795044898987","0.9968449473381042","0.9958436265587807","0.9955736398696899","0.9962459206581116","0.9587293664614359","0.9559892416000366","0.9599429965019226","0.9647258086638018","0.9634708166122437","0.9652546644210815","0.921074431676131","0.9189608097076416","0.9220492839813232","0.9751199781894684","0.9733020067214966","0.9764836430549622"
"36","0.9973245826032426","0.9969514608383179","0.9978167414665222","0.996652380625407","0.9961194396018982","0.9970779418945312","0.9959031157195568","0.9953140616416931","0.9964788556098938","0.9589789907137553","0.9559892416000366","0.9603424072265625","0.9653091322291981","0.9642961621284485","0.9659868478775024","0.9215554640843318","0.9189009070396423","0.922475278377533","0.9754219949245453","0.973275363445282","0.9768697023391724"
"37","0.9974196155865988","0.9971245527267456","0.9978566765785217","0.9967366854349772","0.9964389204978943","0.9970912337303162","0.996015015989542","0.9957200884819031","0.9963923692703247","0.9590133726596832","0.9569477438926697","0.9610213041305542","0.9655638824809681","0.964569091796875","0.9664328098297119","0.9218173668934748","0.9204052090644836","0.9231609106063843","0.9759877771139145","0.9743004441261292","0.9774088859558105"
"38","0.9973900384373136","0.9967185258865356","0.9977701902389526","0.9966980894406636","0.9963856935501099","0.9970579743385315","0.9960524514317513","0.9957866072654724","0.9963390827178955","0.9594981670379639","0.9581458568572998","0.9606951475143433","0.9660824591463263","0.9654210805892944","0.9671916365623474","0.9218695920247298","0.9193335771560669","0.9232940077781677","0.9762415364384651","0.9751457571983337","0.9770627617835999"
"39","0.9975412819120619","0.9970912337303162","0.9978101253509521","0.9967761834462484","0.9962126016616821","0.9972376823425293","0.9962292723357677","0.9958664774894714","0.9966519474983215","0.9596923093001047","0.9578329920768738","0.9612875580787659","0.9667753035371954","0.9659202694892883","0.9676042795181274","0.9222748440045577","0.9207113981246948","0.9236201643943787","0.9764004722237587","0.9745666980743408","0.9778215885162354"
"40","0.9975057774119906","0.9971644878387451","0.9977901577949524","0.9968493978182474","0.9965387582778931","0.997257649898529","0.9962292686104774","0.9959729909896851","0.9965786933898926","0.9599774181842804","0.9580659866333008","0.9610346555709839","0.9668690941550515","0.9654809832572937","0.9676641821861267","0.9222935438156128","0.9209510087966919","0.9233672618865967","0.9769329652190208","0.9758047461509705","0.9778215885162354"
"41","0.9975560671753354","0.9972975850105286","0.9978700280189514","0.9970499714215596","0.9967717528343201","0.9974640011787415","0.9962750226259232","0.9958398938179016","0.9966785311698914","0.9600661595662435","0.9577398300170898","0.9617401957511902","0.9671879844232039","0.9660933613777161","0.9679970145225525","0.9224130992706006","0.919247031211853","0.9234870672225952","0.9773414805531502","0.976084291934967","0.978181004524231"
"42","0.9976167149013944","0.997257649898529","0.9979698657989502","0.9969243884086609","0.9965454339981079","0.9973907470703125","0.9963449239730835","0.9957400560379028","0.9967185258865356","0.9603501558303833","0.9587648510932922","0.9616869688034058","0.9673362428491766","0.9666857719421387","0.9679238200187683","0.9228188670598544","0.9203253388404846","0.9292579889297485","0.9776576608419418","0.9767432808876038","0.9784073233604431"
"43","0.9975752896732755","0.9973308444023132","0.9979299306869507","0.9970415472984314","0.9966519474983215","0.9973441958427429","0.9964293763041496","0.9960861802101135","0.9968982338905334","0.9603590369224548","0.9583188891410828","0.9624923467636108","0.9678632833740928","0.9664594531059265","0.9685827493667603","0.9233703086009393","0.9205915927886963","0.9295575022697449","0.9776784554123878","0.976643443107605","0.9783607125282288"
"44","0.9976836409833696","0.9974240660667419","0.9979831576347351","0.9971143205960592","0.9966984987258911","0.9976037740707397","0.9964618161320686","0.9960196018218994","0.9967917203903198","0.9605265359083811","0.9586317539215088","0.9619066119194031","0.9682590365409851","0.9675976634025574","0.968675971031189","0.9234978029361138","0.9210774898529053","0.9309685826301575","0.9779921174049377","0.9769296050071716","0.9789397716522217"
"45","0.997630755106608","0.9972975850105286","0.9979498982429504","0.9970189015070597","0.996458888053894","0.997430682182312","0.9964360222220421","0.996046245098114","0.9970645904541016","0.9609259168306986","0.959017813205719","0.961999773979187","0.9683794487606395","0.9674379229545593","0.9693482518196106","0.923694161268381","0.9212705492973328","0.9315277338027954","0.978279173374176","0.9769828915596008","0.9791328310966492"
"46","0.9977587030993568","0.9972909092903137","0.9980364441871643","0.9972887078921","0.9969781041145325","0.9978566765785217","0.9965113215148449","0.9962126016616821","0.9967118501663208","0.9611045320828756","0.9585452079772949","0.9627652764320374","0.9689779064872048","0.9681501388549805","0.9700804352760315","0.9238208807431735","0.9208511710166931","0.931647539138794","0.9786452651023865","0.977289080619812","0.9797518849372864"
"47","0.9976799454953935","0.9973242282867432","0.9979498982429504","0.9971134344736735","0.9966053366661072","0.9974839687347412","0.996637374162674","0.996299147605896","0.996864914894104","0.9612343311309814","0.9597966074943542","0.9627652764320374","0.9692350734363903","0.9685095548629761","0.9703466296195984","0.9239824253779191","0.9216366410255432","0.9320602416992188","0.9787775576114655","0.97785484790802","0.9795188903808594"
"48","0.9978086352348328","0.9974839687347412","0.9981362819671631","0.9972012837727865","0.9968316555023193","0.9976437091827393","0.99665442481637","0.9962858557701111","0.9969314932823181","0.9615749021371206","0.9602425694465637","0.9631646275520325","0.9692865068262274","0.9686560034751892","0.97020024061203","0.9240768895699427","0.9219960570335388","0.9319404363632202","0.9791553020477295","0.9781743288040161","0.9797452092170715"
"49","0.9978215760654874","0.9975172281265259","0.9980763792991638","0.9972163756688436","0.9968848824501038","0.9975571632385254","0.9965782985091209","0.9962325692176819","0.9969182014465332","0.9618045389652252","0.9596168398857117","0.9633243680000305","0.9697639346122742","0.9690353870391846","0.970686137676239","0.9243288063085996","0.9214835166931152","0.9326326847076416","0.9790754318237305","0.977774977684021","0.9801778793334961"
