"Step","Name: architecture-4 - compressed_disk_size","Name: architecture-4 - compressed_disk_size__MIN","Name: architecture-4 - compressed_disk_size__MAX","Name: architecture-1 - compressed_disk_size","Name: architecture-1 - compressed_disk_size__MIN","Name: architecture-1 - compressed_disk_size__MAX","Name: architecture-2 - compressed_disk_size","Name: architecture-2 - compressed_disk_size__MIN","Name: architecture-2 - compressed_disk_size__MAX","Name: architecture-5 - compressed_disk_size","Name: architecture-5 - compressed_disk_size__MIN","Name: architecture-5 - compressed_disk_size__MAX","Name: architecture-baseline - compressed_disk_size","Name: architecture-baseline - compressed_disk_size__MIN","Name: architecture-baseline - compressed_disk_size__MAX","Name: architecture-7 - compressed_disk_size","Name: architecture-7 - compressed_disk_size__MIN","Name: architecture-7 - compressed_disk_size__MAX","Name: architecture-6 - compressed_disk_size","Name: architecture-6 - compressed_disk_size__MIN","Name: architecture-6 - compressed_disk_size__MAX"
"50","23948609.388888888","23924428","23975448","51855393.86956522","51766419","51937261","6632587.625","6627265","6637505","1671745.2","1670612","1672878","1816564","1816564","1816564","368634.375","368520","368776","169816.75","169698","169866"
