"Step","Name: architecture-4 - num_parameters","Name: architecture-4 - num_parameters__MIN","Name: architecture-4 - num_parameters__MAX","Name: architecture-1 - num_parameters","Name: architecture-1 - num_parameters__MIN","Name: architecture-1 - num_parameters__MAX","Name: architecture-2 - num_parameters","Name: architecture-2 - num_parameters__MIN","Name: architecture-2 - num_parameters__MAX","Name: architecture-5 - num_parameters","Name: architecture-5 - num_parameters__MIN","Name: architecture-5 - num_parameters__MAX","Name: architecture-baseline - num_parameters","Name: architecture-baseline - num_parameters__MIN","Name: architecture-baseline - num_parameters__MAX","Name: architecture-7 - num_parameters","Name: architecture-7 - num_parameters__MIN","Name: architecture-7 - num_parameters__MAX","Name: architecture-6 - num_parameters","Name: architecture-6 - num_parameters__MIN","Name: architecture-6 - num_parameters__MAX"
"50","6452387","6452387","6452387","13824419","13824419","13824419","1765283","1765283","1765283","446675","446675","446675","483843","483843","483843","98083","98083","98083","44675","44675","44675"
