"Step","Name: architecture-1 - num_parameters","Name: architecture-1 - num_parameters__MIN","Name: architecture-1 - num_parameters__MAX","Name: architecture-4 - num_parameters","Name: architecture-4 - num_parameters__MIN","Name: architecture-4 - num_parameters__MAX","Name: architecture-2 - num_parameters","Name: architecture-2 - num_parameters__MIN","Name: architecture-2 - num_parameters__MAX","Name: architecture-5 - num_parameters","Name: architecture-5 - num_parameters__MIN","Name: architecture-5 - num_parameters__MAX","Name: architecture-baseline - num_parameters","Name: architecture-baseline - num_parameters__MIN","Name: architecture-baseline - num_parameters__MAX","Name: architecture-6 - num_parameters","Name: architecture-6 - num_parameters__MIN","Name: architecture-6 - num_parameters__MAX","Name: architecture-7 - num_parameters","Name: architecture-7 - num_parameters__MIN","Name: architecture-7 - num_parameters__MAX"
"50","13831385","13831385","13831385","6455897","6455897","6455897","1779161","1779161","1779161","474377","474377","474377","497721","497721","497721","87929","87929","87929","111961","111961","111961"
