"Step","Name: architecture-1 - model_flops","Name: architecture-1 - model_flops__MIN","Name: architecture-1 - model_flops__MAX","Name: architecture-4 - model_flops","Name: architecture-4 - model_flops__MIN","Name: architecture-4 - model_flops__MAX","Name: architecture-2 - model_flops","Name: architecture-2 - model_flops__MIN","Name: architecture-2 - model_flops__MAX","Name: architecture-5 - model_flops","Name: architecture-5 - model_flops__MIN","Name: architecture-5 - model_flops__MAX","Name: architecture-baseline - model_flops","Name: architecture-baseline - model_flops__MIN","Name: architecture-baseline - model_flops__MAX","Name: architecture-6 - model_flops","Name: architecture-6 - model_flops__MIN","Name: architecture-6 - model_flops__MAX","Name: architecture-7 - model_flops","Name: architecture-7 - model_flops__MIN","Name: architecture-7 - model_flops__MAX"
"50","0.017222891","0.017222891","0.017222891","0.021186220499999995","0.0211862205","0.0211862205","0.005713035","0.005713035","0.005713035","0.0040041085","0.0040041085","0.0040041085","0.014308427","0.014308427","0.014308427","0.0016829884999999998","0.0016829885","0.0016829885","0.001312411","0.001312411","0.001312411"
