"Step","Name: architecture-1 - compressed_disk_size","Name: architecture-1 - compressed_disk_size__MIN","Name: architecture-1 - compressed_disk_size__MAX","Name: architecture-4 - compressed_disk_size","Name: architecture-4 - compressed_disk_size__MIN","Name: architecture-4 - compressed_disk_size__MAX","Name: architecture-2 - compressed_disk_size","Name: architecture-2 - compressed_disk_size__MIN","Name: architecture-2 - compressed_disk_size__MAX","Name: architecture-5 - compressed_disk_size","Name: architecture-5 - compressed_disk_size__MIN","Name: architecture-5 - compressed_disk_size__MAX","Name: architecture-baseline - compressed_disk_size","Name: architecture-baseline - compressed_disk_size__MIN","Name: architecture-baseline - compressed_disk_size__MAX","Name: architecture-6 - compressed_disk_size","Name: architecture-6 - compressed_disk_size__MIN","Name: architecture-6 - compressed_disk_size__MAX","Name: architecture-7 - compressed_disk_size","Name: architecture-7 - compressed_disk_size__MIN","Name: architecture-7 - compressed_disk_size__MAX"
"50","51892352.375","51807542","51946079","24046845","24007995","24109166","6707222","6702146","6714802","1776689.857142857","1775831","1778295","1869020.5","1865979","1872062","330688","330579","330883","420160.6666666667","420030","420473"
