"Step","Name: architecture-4 - compressed_disk_size","Name: architecture-4 - compressed_disk_size__MIN","Name: architecture-4 - compressed_disk_size__MAX","Name: architecture-1 - compressed_disk_size","Name: architecture-1 - compressed_disk_size__MIN","Name: architecture-1 - compressed_disk_size__MAX","Name: architecture-2 - compressed_disk_size","Name: architecture-2 - compressed_disk_size__MIN","Name: architecture-2 - compressed_disk_size__MAX","Name: architecture-5 - compressed_disk_size","Name: architecture-5 - compressed_disk_size__MIN","Name: architecture-5 - compressed_disk_size__MAX","Name: architecture-baseline - compressed_disk_size","Name: architecture-baseline - compressed_disk_size__MIN","Name: architecture-baseline - compressed_disk_size__MAX","Name: architecture-7 - compressed_disk_size","Name: architecture-7 - compressed_disk_size__MIN","Name: architecture-7 - compressed_disk_size__MAX","Name: architecture-6 - compressed_disk_size","Name: architecture-6 - compressed_disk_size__MIN","Name: architecture-6 - compressed_disk_size__MAX"
"50","23956565.25","23940201","23978366","51824668.4375","51749920","51939009","6629850.818181818","6620360","6636857","1671299.4166666667","1669334","1672438","1815364.5","1809032","1820416","368756.76470588235","368661","368900","170038.6","169923","170119"
