"Step","Name: architecture-4 - model_flops","Name: architecture-4 - model_flops__MIN","Name: architecture-4 - model_flops__MAX","Name: architecture-1 - model_flops","Name: architecture-1 - model_flops__MIN","Name: architecture-1 - model_flops__MAX","Name: architecture-2 - model_flops","Name: architecture-2 - model_flops__MIN","Name: architecture-2 - model_flops__MAX","Name: architecture-5 - model_flops","Name: architecture-5 - model_flops__MIN","Name: architecture-5 - model_flops__MAX","Name: architecture-baseline - model_flops","Name: architecture-baseline - model_flops__MIN","Name: architecture-baseline - model_flops__MAX","Name: architecture-7 - model_flops","Name: architecture-7 - model_flops__MIN","Name: architecture-7 - model_flops__MAX","Name: architecture-6 - model_flops","Name: architecture-6 - model_flops__MIN","Name: architecture-6 - model_flops__MAX"
"50","0.021182737499999996","0.0211827375","0.0211827375","0.017215816999999998","0.017215817","0.017215817","0.005699048999999999","0.005699049","0.005699049","0.0039764335","0.0039764335","0.0039764335","0.014294440999999998","0.014294441","0.014294441","0.001298425","0.001298425","0.001298425","0.0016397615000000002","0.0016397615","0.0016397615"
