"Step","Name: architecture-4 - accuracy","Name: architecture-4 - accuracy__MIN","Name: architecture-4 - accuracy__MAX","Name: architecture-1 - accuracy","Name: architecture-1 - accuracy__MIN","Name: architecture-1 - accuracy__MAX","Name: architecture-2 - accuracy","Name: architecture-2 - accuracy__MIN","Name: architecture-2 - accuracy__MAX","Name: architecture-5 - accuracy","Name: architecture-5 - accuracy__MIN","Name: architecture-5 - accuracy__MAX","Name: architecture-baseline - accuracy","Name: architecture-baseline - accuracy__MIN","Name: architecture-baseline - accuracy__MAX","Name: architecture-7 - accuracy","Name: architecture-7 - accuracy__MIN","Name: architecture-7 - accuracy__MAX","Name: architecture-6 - accuracy","Name: architecture-6 - accuracy__MIN","Name: architecture-6 - accuracy__MAX"
"10","0.9896416266759237","0.9888172149658203","0.990743100643158","0.9871025569736958","0.986291766166687","0.9880541563034058","0.9848461476239291","0.9840888381004333","0.9856831431388855","0.9387589345375696","0.9375863075256348","0.9394031763076782","0.9355309754610062","0.9328579306602478","0.9386627674102783","0.8932981876765981","0.8914925456047058","0.8941542506217957","0.9422382314999899","0.9406431913375854","0.9431322813034058"
"11","0.9907601326704025","0.9902116656303406","0.9915061593055725","0.9885605946183205","0.9876680374145508","0.9893622994422913","0.9861955859444358","0.9851880669593811","0.986677885055542","0.9398365567127863","0.9389580488204956","0.9406113624572754","0.9363531072934469","0.9339116811752319","0.9392305612564087","0.894588431891273","0.8933003544807434","0.8953670263290405","0.9435951908429464","0.9422420263290405","0.944490373134613"
"12","0.9914509107669195","0.9908702969551086","0.9920784831047058","0.9894548282027245","0.9888626337051392","0.9901662468910217","0.9873290495439009","0.9868459105491638","0.9879905581474304","0.9414316117763519","0.9404206275939941","0.9419785737991333","0.937425434589386","0.9346339106559753","0.9411564469337463","0.8955871638129739","0.893986165523529","0.8970021605491638","0.9449271708726883","0.9437817931175232","0.945939302444458"
"13","0.992186372478803","0.9915697574615479","0.9930005669593811","0.9903314635157585","0.9897029399871826","0.9909929037094116","0.9881804964759133","0.9876816868782043","0.9888036251068115","0.9425001541773478","0.9414516687393188","0.9431549906730652","0.9382055451472601","0.936173677444458","0.9410110712051392","0.8962874587844399","0.8945811986923218","0.8973519206047058","0.9460051755110422","0.944844663143158","0.9471974968910217"
"14","0.9926765362421671","0.9919149875640869","0.9933275580406189","0.991035208106041","0.9904387593269348","0.9914198517799377","0.9890930598432367","0.988753616809845","0.9894394874572754","0.9434085786342621","0.9426826238632202","0.9439634680747986","0.9389288773139318","0.9372001886367798","0.9421238899230957","0.8970663056654089","0.8952488899230957","0.8985874056816101","0.947184239824613","0.946134626865387","0.948401153087616"
"15","0.9931307435035706","0.9923509955406189","0.993636429309845","0.9915328659117222","0.9911927580833435","0.9920875430107117","0.9898705970157277","0.9892123937606812","0.9903388619422913","0.9447488933801651","0.9440407156944275","0.9454305768013","0.9394531200329462","0.9378406405448914","0.9427416324615479","0.8978176292251138","0.8954442143440247","0.8999999761581421","0.9481589098771414","0.9467750787734985","0.9495820999145508"
"16","0.9935308396816254","0.9929460287094116","0.9941905736923218","0.9921469129621983","0.9917333126068115","0.992814302444458","0.9903223297812722","0.9897119998931885","0.9907930493354797","0.945616826415062","0.9449763894081116","0.9462027549743652","0.940201054016749","0.9378225207328796","0.9426507949829102","0.8985302062595591","0.8962708711624146","0.9006041288375854","0.9491540193557739","0.9477107524871826","0.9503679275512695"
"17","0.9938987592856089","0.9935592412948608","0.9945448637008667","0.9924764819443226","0.9919831156730652","0.9928370118141174","0.990691065788269","0.9900708794593811","0.9910065531730652","0.9465517501036326","0.9457712769508362","0.947229266166687","0.9407642930746078","0.9383993744850159","0.9442451000213623","0.8991850824917064","0.8969340324401855","0.9007812738418579","0.9501127221367576","0.9486282467842102","0.9512581825256348"
"18","0.9942091306050619","0.9935819506645203","0.9947492480278015","0.9928023964166641","0.9921239018440247","0.993359386920929","0.9911535382270813","0.9907294511795044","0.9914743900299072","0.9472546478112539","0.9460437893867493","0.9483557343482971","0.9414319942394892","0.9400027394294739","0.9441678524017334","0.8995302880511564","0.8976017236709595","0.9022983312606812","0.9509146267717535","0.9495003819465637","0.9520530700683594"
"19","0.9943987677494684","0.9939952492713928","0.994803786277771","0.9931541308760643","0.9926371574401855","0.9935864806175232","0.9915743145075712","0.9911564588546753","0.9919013381004333","0.9482103933890661","0.947424590587616","0.9492323994636536","0.941882794102033","0.9393441081047058","0.9449718594551086","0.8999799630221199","0.8977788686752319","0.9019168019294739","0.951664084737951","0.950390636920929","0.9528206586837769"
"20","0.9946315536896387","0.9942314624786377","0.9951171875","0.9934045076370239","0.9929460287094116","0.9937818050384521","0.9918947274034674","0.9910746812820435","0.9923964142799377","0.9487153341372808","0.9480741024017334","0.9493414163589478","0.9423476159572601","0.9399845600128174","0.9455350637435913","0.9004523438565871","0.8989689350128174","0.9026616811752319","0.9524271542375738","0.9511491656303406","0.9536064863204956"
"21","0.994807556271553","0.9943631887435913","0.9953896999359131","0.9936767555773258","0.9931004643440247","0.9942405819892883","0.9922089739279314","0.9918468594551086","0.9926871657371521","0.9494201242923737","0.9483239650726318","0.950386106967926","0.9425266484419504","0.9403706192970276","0.945784866809845","0.9008018234196831","0.898714542388916","0.9030705094337463","0.9529832780361176","0.9515988230705261","0.9541288018226624"
"22","0.9950740337371826","0.9946675300598145","0.9955532550811768","0.9939555302262306","0.9936409592628479","0.9943222999572754","0.9925455125895414","0.9922692775726318","0.992973268032074","0.9500215748945872","0.9489507675170898","0.9508630037307739","0.9430478562911352","0.9414244294166565","0.9460892081260681","0.9012381434440613","0.8986737132072449","0.9037063717842102","0.9536895990371704","0.952579915523529","0.9548237919807434"
"23","0.9952167371908823","0.9948764443397522","0.9955623149871826","0.9941349476575851","0.9936909675598145","0.9944131374359131","0.9927143779667941","0.9924145936965942","0.9930777549743652","0.9507108479738235","0.9496275186538696","0.9517305493354797","0.9434759567181269","0.9414834380149841","0.9472156763076782","0.9014198184013367","0.8991778492927551","0.9042696356773376","0.9544190645217896","0.9533612132072449","0.9551599025726318"
"24","0.9953632205724716","0.9947174787521362","0.9959302544593811","0.9942811392247677","0.9936409592628479","0.9949764013290405","0.9929840293797579","0.9923146963119507","0.9932276606559753","0.9514580219984055","0.9502861499786377","0.9526481032371521","0.9438253243764242","0.941442608833313","0.9475926756858826","0.9016228809076197","0.8993686437606812","0.9049463868141174","0.9549314081668854","0.9535746574401855","0.9559184312820435"
"25","0.99558125436306","0.9950990080833435","0.9960392713546753","0.9945352263748646","0.9941088557243347","0.9950445294380188","0.99317190322009","0.9927915930747986","0.9935410618782043","0.9520095189412435","0.9510219693183899","0.9526435136795044","0.9440342684586843","0.9417741894721985","0.9472202062606812","0.9020621355842141","0.899886429309845","0.9048964381217957","0.9555264353752136","0.9545603394508362","0.9564316868782043"
"26","0.9955744296312332","0.995153546333313","0.9959802031517029","0.9946306012570858","0.9939952492713928","0.9952443838119507","0.9933379021557894","0.992973268032074","0.9935637712478638","0.9526268690824509","0.9511536955833435","0.9534429311752319","0.9445369243621826","0.9421375393867493","0.9476289749145508","0.9025032590417301","0.900077223777771","0.9055777788162231","0.9561060130596161","0.9550735950469971","0.9570357799530029"
"27","0.9956823090712229","0.995276153087616","0.996057391166687","0.9947336614131927","0.994140625","0.995271623134613","0.9935654185035012","0.9933003187179565","0.9938817024230957","0.9529380152622858","0.9522846937179565","0.9537382125854492","0.9447394261757532","0.9421693086624146","0.9477970600128174","0.9022873675121981","0.8997092843055725","0.9049509167671204","0.956686943769455","0.9554369449615479","0.9576762318611145"
"28","0.9957379500071207","0.9951626062393188","0.9961709380149841","0.9949755258858204","0.9943132400512695","0.9954351186752319","0.993691780350425","0.9933956861495972","0.9940043687820435","0.9534607430299123","0.9525344967842102","0.9541742205619812","0.94490218659242","0.9431458711624146","0.9480968117713928","0.9027178112198325","0.9001590013504028","0.9057230949401855","0.9572220265865325","0.9560955762863159","0.9579578638076782"
"29","0.9959779183069865","0.9957212805747986","0.9963480830192566","0.9951134957373142","0.9947311282157898","0.9954578280448914","0.9938049208034169","0.9934592843055725","0.994104266166687","0.9540095825990041","0.952425479888916","0.9549327492713928","0.945019910732905","0.9427007436752319","0.9477516412734985","0.903010648839614","0.900231659412384","0.9059229493141174","0.9576984882354737","0.9566906094551086","0.958439290523529"
"30","0.9959086577097574","0.9955668449401855","0.9961664080619812","0.995238970965147","0.9947492480278015","0.9956077337265015","0.9939415996724908","0.9936001300811768","0.9942496418952942","0.9544634322325388","0.9537382125854492","0.955237090587616","0.9452954679727554","0.9432821869850159","0.9481468200683594","0.9031784429269678","0.9004451036453247","0.9063635468482971","0.9581681430339813","0.9571447968482971","0.9590297937393188"
"31","0.9961054722468058","0.9958302974700928","0.996370792388916","0.9952954687178135","0.9949445724487305","0.9955441355705261","0.9941137920726429","0.9935683012008667","0.9945539832115173","0.9549002150694529","0.9543604850769043","0.955623209476471","0.9457727819681168","0.9435728788375854","0.9484556913375854","0.9041667475419886","0.9013717174530029","0.909025251865387","0.9586364448070526","0.9576217532157898","0.9595248699188232"
"32","0.9962110767761866","0.9959211349487305","0.9965206980705261","0.9954501837491989","0.9949991106987","0.9958121180534363","0.9942649061029608","0.9937318563461304","0.9946221113204956","0.9552386105060577","0.9539289474487305","0.9560274481773376","0.9458265205224355","0.9435955882072449","0.9487918019294739","0.9040783152860754","0.9009947180747986","0.9108511805534363","0.9591406285762787","0.9581804275512695","0.9601335525512695"
"33","0.9962576478719711","0.9960210919380188","0.9965206980705261","0.9954558536410332","0.9949355125427246","0.9959211349487305","0.9942810156128623","0.9939907193183899","0.9944449663162231","0.9556440065304438","0.9537654519081116","0.9561682343482971","0.9461217621962229","0.9438181519508362","0.9500091075897217","0.9044769616687999","0.9010855555534363","0.9126362800598145","0.959518986940384","0.9586255550384521","0.9605559706687927"
"34","0.996287559469541","0.9958394169807434","0.9968205094337463","0.9956091605126858","0.9950445294380188","0.9959802031517029","0.9944986267523332","0.9939135313034058","0.9951171875","0.9563230474789938","0.9551780819892883","0.9572356343269348","0.9466255555550257","0.944490373134613","0.9499545693397522","0.9045921108301949","0.9019531011581421","0.9131994843482971","0.9598428428173065","0.958825409412384","0.9609556794166565"
"35","0.9964120835065842","0.9961664080619812","0.9967978000640869","0.9957071058452129","0.9952806830406189","0.9960346817970276","0.9944821108471263","0.9940770268440247","0.9947901368141174","0.9563885430494944","0.9547829031944275","0.9572538137435913","0.9463235090176264","0.9441724419593811","0.9490779638290405","0.9053260754136478","0.9019667506217957","0.9129405617713928","0.9603306651115417","0.9592568874359131","0.9614961743354797"
"36","0.9964321454366049","0.9961209893226624","0.9969931244850159","0.9957156218588352","0.9954078793525696","0.9960392713546753","0.9946621439673684","0.9941588044166565","0.9951081275939941","0.9571254998445511","0.9555596113204956","0.9578806161880493","0.9468935430049896","0.9449082612991333","0.9505132436752319","0.905954501208137","0.9018486738204956","0.9140534400939941","0.9607599020004273","0.9598201513290405","0.961755096912384"
"37","0.9965362201134363","0.9962981343269348","0.9968295693397522","0.9958087280392647","0.9954397082328796","0.9961346387863159","0.9946918812665072","0.994299590587616","0.9949809312820435","0.9573257267475128","0.955895721912384","0.958480179309845","0.9469590336084366","0.9449491500854492","0.9506767988204956","0.9063929389504826","0.9017214775085449","0.9145802855491638","0.9610551357269287","0.9601880311965942","0.9619640111923218"
"38","0.9965684016545614","0.9962164163589478","0.9968068599700928","0.9958760105073452","0.9954987168312073","0.9962164163589478","0.9948599284345453","0.9944994449615479","0.9952670931816101","0.9577027261257172","0.9564362168312073","0.958516538143158","0.9472368508577347","0.9452443718910217","0.9506813287734985","0.9064992771429174","0.9024073481559753","0.9147983193397522","0.9614830076694488","0.9606149792671204","0.9623773694038391"
"39","0.9965445647637049","0.9960846900939941","0.9967614412307739","0.9957934021949768","0.9954487681388855","0.996252715587616","0.9948867776177146","0.9945675730705261","0.9952443838119507","0.9579355120658875","0.9571220874786377","0.9588617086410522","0.947314073642095","0.9449491500854492","0.9507312774658203","0.9073785929118886","0.9030296206474304","0.9164198637008667","0.9619231462478638","0.9609102606773376","0.9629905819892883"
"40","0.9966460019350052","0.9964026212692261","0.996874988079071","0.9960321485996246","0.9957304000854492","0.9963299632072449","0.9949710152365945","0.9946357011795044","0.9954442381858826","0.9581978271404902","0.9567905068397522","0.9588662981987","0.9474325428406397","0.9452670812606812","0.9507539868354797","0.9079140354605282","0.9026753306388855","0.9159883856773376","0.9622406482696533","0.961287260055542","0.9632858037948608"
"41","0.9967194348573685","0.996443510055542","0.997033953666687","0.9960542917251587","0.9957394599914551","0.9964616894721985","0.9950213919986378","0.9947311282157898","0.9953534007072449","0.9587016254663467","0.9571175575256348","0.9595566987991333","0.9476365745067596","0.9454532861709595","0.9513580799102783","0.9082688513924094","0.9028206467628479","0.9161201119422913","0.9625812947750092","0.9615870118141174","0.9635946750640869"
"42","0.996760313709577","0.996370792388916","0.9970930218696594","0.9961669929325581","0.9958621263504028","0.9966206550598145","0.9950907663865523","0.9947992563247681","0.9952852725982666","0.9588401615619659","0.958044171333313","0.9598201513290405","0.9478326290845871","0.9460392594337463","0.9514034986495972","0.9084978278945474","0.9036791324615479","0.9173646569252014","0.9629782795906067","0.9620276093482971","0.9640670418739319"
"43","0.9968636433283488","0.9963844418525696","0.9970793724060059","0.9961181581020355","0.9958257675170898","0.9965388774871826","0.9951411485671997","0.9945448637008667","0.9953988194465637","0.9593810637791952","0.9579306244850159","0.9603061676025391","0.9478330165147781","0.945821225643158","0.9514080882072449","0.9087879938237807","0.9032431244850159","0.9174872636795044","0.9632671654224396","0.9623228311538696","0.9644213318824768"
"44","0.9968908975521723","0.9966161251068115","0.997265636920929","0.9961312301456928","0.9957576394081116","0.9964162707328796","0.9952877218073065","0.9947084188461304","0.9957758188247681","0.9597137669722239","0.9586936831474304","0.960746705532074","0.9481573899586996","0.9455168843269348","0.9515079855918884","0.9087489773245419","0.9034974575042725","0.9176462292671204","0.9636432528495789","0.9627271294593811","0.9646575450897217"
"45","0.9969128568967184","0.9966115355491638","0.9972156882286072","0.9963103532791138","0.9960165619850159","0.9968113899230957","0.9953063022006642","0.994926393032074","0.9955668449401855","0.9599454204241434","0.9589162468910217","0.9609057307243347","0.9481642146905264","0.9459801912307739","0.9517487287521362","0.909211747786578","0.9040243625640869","0.9172965288162231","0.9639921009540557","0.9631586074829102","0.965034544467926"
"46","0.9969147394100825","0.9966478943824768","0.9972202181816101","0.9961686842143536","0.9956803917884827","0.9965161681175232","0.9953740293329413","0.9950490593910217","0.9958302974700928","0.9600347528855006","0.9587209224700928","0.9608330130577087","0.9483141104380289","0.9460347294807434","0.9518532156944275","0.9090778862728792","0.9041969180107117","0.9168922305107117","0.9642519056797028","0.963362991809845","0.9652571082115173"
"47","0.9969964971144994","0.9966887831687927","0.9972883462905884","0.9963569156825542","0.9959937930107117","0.9968613982200623","0.9954190254211426","0.9951081275939941","0.9957258105278015","0.9604772279659907","0.9595657587051392","0.9613826274871826","0.9483909457921982","0.9461073875427246","0.9519712924957275","0.9091486965908724","0.9036927819252014","0.9174872636795044","0.9645489692687989","0.9636355638504028","0.9656068086624146"
"48","0.9969915797313055","0.9967750906944275","0.9972565174102783","0.9963730871677399","0.9959483742713928","0.9967342019081116","0.9954446445811879","0.9950081706047058","0.9957349300384521","0.9606907069683075","0.9592841863632202","0.9613644480705261","0.9486615757147471","0.9463117718696594","0.952112078666687","0.9093245092560264","0.9037972092628479","0.9181686043739319","0.9648955285549163","0.9640897512435913","0.9659429788589478"
"49","0.9970828046401342","0.9967659711837769","0.9974700212478638","0.9964769929647446","0.9960029125213623","0.9967387318611145","0.9954409274187955","0.9950899481773376","0.9957758188247681","0.9609920084476471","0.9587481617927551","0.9616642594337463","0.9488251010576884","0.9464571475982666","0.9521166682243347","0.909439388443442","0.9036064743995667","0.9181867837905884","0.9651853144168854","0.9641624093055725","0.9662154912948608"
